patologia,relazione,entita_collegata,tipo_entita,diagnosi,esami_laboratorio,ambito,terapia,farmaci,quadro_radiologico,anatomia_patologica
Endocardite Infettiva,HA_SINTOMO,Brividi,sintomo,"Emocoltura, ecocardiogramma (transesofageo preferito), TC, risonanza magnetica","Emocoltura x2, PCR, VES, creatinina, transaminasi, emocromo, elettroliti",Cardiologia,"Antibioticoterapia EV mirata, intervento chirurgico per valvuloplastica o protesi, supporto emodinamico","Oxacillina 2g EV ogni 4 ore
Gentamicina 3mg/kg/die EV
Vancomicina 1g EV ogni 12 ore
Daptomicina 6-10mg/kg EV","- Ecocardiogramma: vegetazioni valvolari, ascessi, fistole, pseudoaneurismi
- TC: embolie settiche (polmoni, reni, cervello)
","- Vegetazioni su valvole o endocardio
- Infiltrato infiammatorio
- Necrosi tissutale
"
Endocardite Infettiva,HA_SINTOMO,Dispnea,sintomo,"Emocoltura, ecocardiogramma (transesofageo preferito), TC, risonanza magnetica","Emocoltura x2, PCR, VES, creatinina, transaminasi, emocromo, elettroliti",Cardiologia,"Antibioticoterapia EV mirata, intervento chirurgico per valvuloplastica o protesi, supporto emodinamico","Oxacillina 2g EV ogni 4 ore
Gentamicina 3mg/kg/die EV
Vancomicina 1g EV ogni 12 ore
Daptomicina 6-10mg/kg EV","- Ecocardiogramma: vegetazioni valvolari, ascessi, fistole, pseudoaneurismi
- TC: embolie settiche (polmoni, reni, cervello)
","- Vegetazioni su valvole o endocardio
- Infiltrato infiammatorio
- Necrosi tissutale
"
Endocardite Infettiva,HA_SINTOMO,Dolore toracico,sintomo,"Emocoltura, ecocardiogramma (transesofageo preferito), TC, risonanza magnetica","Emocoltura x2, PCR, VES, creatinina, transaminasi, emocromo, elettroliti",Cardiologia,"Antibioticoterapia EV mirata, intervento chirurgico per valvuloplastica o protesi, supporto emodinamico","Oxacillina 2g EV ogni 4 ore
Gentamicina 3mg/kg/die EV
Vancomicina 1g EV ogni 12 ore
Daptomicina 6-10mg/kg EV","- Ecocardiogramma: vegetazioni valvolari, ascessi, fistole, pseudoaneurismi
- TC: embolie settiche (polmoni, reni, cervello)
","- Vegetazioni su valvole o endocardio
- Infiltrato infiammatorio
- Necrosi tissutale
"
Endocardite Infettiva,HA_SINTOMO,Astenia,sintomo,"Emocoltura, ecocardiogramma (transesofageo preferito), TC, risonanza magnetica","Emocoltura x2, PCR, VES, creatinina, transaminasi, emocromo, elettroliti",Cardiologia,"Antibioticoterapia EV mirata, intervento chirurgico per valvuloplastica o protesi, supporto emodinamico","Oxacillina 2g EV ogni 4 ore
Gentamicina 3mg/kg/die EV
Vancomicina 1g EV ogni 12 ore
Daptomicina 6-10mg/kg EV","- Ecocardiogramma: vegetazioni valvolari, ascessi, fistole, pseudoaneurismi
- TC: embolie settiche (polmoni, reni, cervello)
","- Vegetazioni su valvole o endocardio
- Infiltrato infiammatorio
- Necrosi tissutale
"
Endocardite Infettiva,HA_SINTOMO,ematuria,sintomo,"Emocoltura, ecocardiogramma (transesofageo preferito), TC, risonanza magnetica","Emocoltura x2, PCR, VES, creatinina, transaminasi, emocromo, elettroliti",Cardiologia,"Antibioticoterapia EV mirata, intervento chirurgico per valvuloplastica o protesi, supporto emodinamico","Oxacillina 2g EV ogni 4 ore
Gentamicina 3mg/kg/die EV
Vancomicina 1g EV ogni 12 ore
Daptomicina 6-10mg/kg EV","- Ecocardiogramma: vegetazioni valvolari, ascessi, fistole, pseudoaneurismi
- TC: embolie settiche (polmoni, reni, cervello)
","- Vegetazioni su valvole o endocardio
- Infiltrato infiammatorio
- Necrosi tissutale
"
Endocardite Infettiva,HA_SINTOMO,artralgie,sintomo,"Emocoltura, ecocardiogramma (transesofageo preferito), TC, risonanza magnetica","Emocoltura x2, PCR, VES, creatinina, transaminasi, emocromo, elettroliti",Cardiologia,"Antibioticoterapia EV mirata, intervento chirurgico per valvuloplastica o protesi, supporto emodinamico","Oxacillina 2g EV ogni 4 ore
Gentamicina 3mg/kg/die EV
Vancomicina 1g EV ogni 12 ore
Daptomicina 6-10mg/kg EV","- Ecocardiogramma: vegetazioni valvolari, ascessi, fistole, pseudoaneurismi
- TC: embolie settiche (polmoni, reni, cervello)
","- Vegetazioni su valvole o endocardio
- Infiltrato infiammatorio
- Necrosi tissutale
"
Endocardite Infettiva,HA_SINTOMO,petecchie,sintomo,"Emocoltura, ecocardiogramma (transesofageo preferito), TC, risonanza magnetica","Emocoltura x2, PCR, VES, creatinina, transaminasi, emocromo, elettroliti",Cardiologia,"Antibioticoterapia EV mirata, intervento chirurgico per valvuloplastica o protesi, supporto emodinamico","Oxacillina 2g EV ogni 4 ore
Gentamicina 3mg/kg/die EV
Vancomicina 1g EV ogni 12 ore
Daptomicina 6-10mg/kg EV","- Ecocardiogramma: vegetazioni valvolari, ascessi, fistole, pseudoaneurismi
- TC: embolie settiche (polmoni, reni, cervello)
","- Vegetazioni su valvole o endocardio
- Infiltrato infiammatorio
- Necrosi tissutale
"
Endocardite Infettiva,HA_SINTOMO,embolie periferiche,sintomo,"Emocoltura, ecocardiogramma (transesofageo preferito), TC, risonanza magnetica","Emocoltura x2, PCR, VES, creatinina, transaminasi, emocromo, elettroliti",Cardiologia,"Antibioticoterapia EV mirata, intervento chirurgico per valvuloplastica o protesi, supporto emodinamico","Oxacillina 2g EV ogni 4 ore
Gentamicina 3mg/kg/die EV
Vancomicina 1g EV ogni 12 ore
Daptomicina 6-10mg/kg EV","- Ecocardiogramma: vegetazioni valvolari, ascessi, fistole, pseudoaneurismi
- TC: embolie settiche (polmoni, reni, cervello)
","- Vegetazioni su valvole o endocardio
- Infiltrato infiammatorio
- Necrosi tissutale
"
Endocardite Infettiva,HA_SINTOMO,sudorazioni notturne,sintomo,"Emocoltura, ecocardiogramma (transesofageo preferito), TC, risonanza magnetica","Emocoltura x2, PCR, VES, creatinina, transaminasi, emocromo, elettroliti",Cardiologia,"Antibioticoterapia EV mirata, intervento chirurgico per valvuloplastica o protesi, supporto emodinamico","Oxacillina 2g EV ogni 4 ore
Gentamicina 3mg/kg/die EV
Vancomicina 1g EV ogni 12 ore
Daptomicina 6-10mg/kg EV","- Ecocardiogramma: vegetazioni valvolari, ascessi, fistole, pseudoaneurismi
- TC: embolie settiche (polmoni, reni, cervello)
","- Vegetazioni su valvole o endocardio
- Infiltrato infiammatorio
- Necrosi tissutale
"
Endocardite Infettiva,HA_SINTOMO,splenomegalia,sintomo,"Emocoltura, ecocardiogramma (transesofageo preferito), TC, risonanza magnetica","Emocoltura x2, PCR, VES, creatinina, transaminasi, emocromo, elettroliti",Cardiologia,"Antibioticoterapia EV mirata, intervento chirurgico per valvuloplastica o protesi, supporto emodinamico","Oxacillina 2g EV ogni 4 ore
Gentamicina 3mg/kg/die EV
Vancomicina 1g EV ogni 12 ore
Daptomicina 6-10mg/kg EV","- Ecocardiogramma: vegetazioni valvolari, ascessi, fistole, pseudoaneurismi
- TC: embolie settiche (polmoni, reni, cervello)
","- Vegetazioni su valvole o endocardio
- Infiltrato infiammatorio
- Necrosi tissutale
"
Endocardite Infettiva,HA_SINTOMO,perdita di peso,sintomo,"Emocoltura, ecocardiogramma (transesofageo preferito), TC, risonanza magnetica","Emocoltura x2, PCR, VES, creatinina, transaminasi, emocromo, elettroliti",Cardiologia,"Antibioticoterapia EV mirata, intervento chirurgico per valvuloplastica o protesi, supporto emodinamico","Oxacillina 2g EV ogni 4 ore
Gentamicina 3mg/kg/die EV
Vancomicina 1g EV ogni 12 ore
Daptomicina 6-10mg/kg EV","- Ecocardiogramma: vegetazioni valvolari, ascessi, fistole, pseudoaneurismi
- TC: embolie settiche (polmoni, reni, cervello)
","- Vegetazioni su valvole o endocardio
- Infiltrato infiammatorio
- Necrosi tissutale
"
Endocardite Infettiva,FATTORE_RISCHIO,Protesi valvolari,stile_vita,"Emocoltura, ecocardiogramma (transesofageo preferito), TC, risonanza magnetica","Emocoltura x2, PCR, VES, creatinina, transaminasi, emocromo, elettroliti",Cardiologia,"Antibioticoterapia EV mirata, intervento chirurgico per valvuloplastica o protesi, supporto emodinamico","Oxacillina 2g EV ogni 4 ore
Gentamicina 3mg/kg/die EV
Vancomicina 1g EV ogni 12 ore
Daptomicina 6-10mg/kg EV","- Ecocardiogramma: vegetazioni valvolari, ascessi, fistole, pseudoaneurismi
- TC: embolie settiche (polmoni, reni, cervello)
","- Vegetazioni su valvole o endocardio
- Infiltrato infiammatorio
- Necrosi tissutale
"
Endocardite Infettiva,FATTORE_RISCHIO,Valvulopatia preesistente,stile_vita,"Emocoltura, ecocardiogramma (transesofageo preferito), TC, risonanza magnetica","Emocoltura x2, PCR, VES, creatinina, transaminasi, emocromo, elettroliti",Cardiologia,"Antibioticoterapia EV mirata, intervento chirurgico per valvuloplastica o protesi, supporto emodinamico","Oxacillina 2g EV ogni 4 ore
Gentamicina 3mg/kg/die EV
Vancomicina 1g EV ogni 12 ore
Daptomicina 6-10mg/kg EV","- Ecocardiogramma: vegetazioni valvolari, ascessi, fistole, pseudoaneurismi
- TC: embolie settiche (polmoni, reni, cervello)
","- Vegetazioni su valvole o endocardio
- Infiltrato infiammatorio
- Necrosi tissutale
"
Endocardite Infettiva,FATTORE_RISCHIO,Uso di droghe per via endovenosa,stile_vita,"Emocoltura, ecocardiogramma (transesofageo preferito), TC, risonanza magnetica","Emocoltura x2, PCR, VES, creatinina, transaminasi, emocromo, elettroliti",Cardiologia,"Antibioticoterapia EV mirata, intervento chirurgico per valvuloplastica o protesi, supporto emodinamico","Oxacillina 2g EV ogni 4 ore
Gentamicina 3mg/kg/die EV
Vancomicina 1g EV ogni 12 ore
Daptomicina 6-10mg/kg EV","- Ecocardiogramma: vegetazioni valvolari, ascessi, fistole, pseudoaneurismi
- TC: embolie settiche (polmoni, reni, cervello)
","- Vegetazioni su valvole o endocardio
- Infiltrato infiammatorio
- Necrosi tissutale
"
Endocardite Infettiva,FATTORE_RISCHIO,Cateteri venosi centrali,stile_vita,"Emocoltura, ecocardiogramma (transesofageo preferito), TC, risonanza magnetica","Emocoltura x2, PCR, VES, creatinina, transaminasi, emocromo, elettroliti",Cardiologia,"Antibioticoterapia EV mirata, intervento chirurgico per valvuloplastica o protesi, supporto emodinamico","Oxacillina 2g EV ogni 4 ore
Gentamicina 3mg/kg/die EV
Vancomicina 1g EV ogni 12 ore
Daptomicina 6-10mg/kg EV","- Ecocardiogramma: vegetazioni valvolari, ascessi, fistole, pseudoaneurismi
- TC: embolie settiche (polmoni, reni, cervello)
","- Vegetazioni su valvole o endocardio
- Infiltrato infiammatorio
- Necrosi tissutale
"
Endocardite Infettiva,FATTORE_RISCHIO,Procedure dentali invasive,stile_vita,"Emocoltura, ecocardiogramma (transesofageo preferito), TC, risonanza magnetica","Emocoltura x2, PCR, VES, creatinina, transaminasi, emocromo, elettroliti",Cardiologia,"Antibioticoterapia EV mirata, intervento chirurgico per valvuloplastica o protesi, supporto emodinamico","Oxacillina 2g EV ogni 4 ore
Gentamicina 3mg/kg/die EV
Vancomicina 1g EV ogni 12 ore
Daptomicina 6-10mg/kg EV","- Ecocardiogramma: vegetazioni valvolari, ascessi, fistole, pseudoaneurismi
- TC: embolie settiche (polmoni, reni, cervello)
","- Vegetazioni su valvole o endocardio
- Infiltrato infiammatorio
- Necrosi tissutale
"
Fibrillazione Atriale,HA_SINTOMO,Palpitazioni,sintomo,"ECG a 12 derivazioni, ecocardiogramma, Holter 24h, TAC torace","Funzionalità tiroidea (TSH, fT3, fT4), D-dimero, BNP/NT-proBNP, elettroliti, emocromo, coagulazione (INR)",Cardiologia,"Anticoagolanti orali (warfarin, DOAC), betabloccanti, antiaritmici (amiodarone, flecainide), cardioversione elettrica, ablazione transcatetere","Warfarin dosaggio individualizzato per INR 2-3
Rivaroxaban 20mg 1 volta al giorno
Apixaban 5mg 2 volte al giorno
Metoprololo 25-200mg al giorno","- ECG: onde f onde P irregolari, intervallo RR irregolare, complessi QRS stretti
- Rx torace: cardiomegalia, stasi polmonare
","- Fibrosi miocardica
- Dilatazione atriale
- Alterazioni degenerative del nodo del seno
"
Fibrillazione Atriale,HA_SINTOMO,Dispnea da sforzo,sintomo,"ECG a 12 derivazioni, ecocardiogramma, Holter 24h, TAC torace","Funzionalità tiroidea (TSH, fT3, fT4), D-dimero, BNP/NT-proBNP, elettroliti, emocromo, coagulazione (INR)",Cardiologia,"Anticoagolanti orali (warfarin, DOAC), betabloccanti, antiaritmici (amiodarone, flecainide), cardioversione elettrica, ablazione transcatetere","Warfarin dosaggio individualizzato per INR 2-3
Rivaroxaban 20mg 1 volta al giorno
Apixaban 5mg 2 volte al giorno
Metoprololo 25-200mg al giorno","- ECG: onde f onde P irregolari, intervallo RR irregolare, complessi QRS stretti
- Rx torace: cardiomegalia, stasi polmonare
","- Fibrosi miocardica
- Dilatazione atriale
- Alterazioni degenerative del nodo del seno
"
Fibrillazione Atriale,HA_SINTOMO,Vertigini,sintomo,"ECG a 12 derivazioni, ecocardiogramma, Holter 24h, TAC torace","Funzionalità tiroidea (TSH, fT3, fT4), D-dimero, BNP/NT-proBNP, elettroliti, emocromo, coagulazione (INR)",Cardiologia,"Anticoagolanti orali (warfarin, DOAC), betabloccanti, antiaritmici (amiodarone, flecainide), cardioversione elettrica, ablazione transcatetere","Warfarin dosaggio individualizzato per INR 2-3
Rivaroxaban 20mg 1 volta al giorno
Apixaban 5mg 2 volte al giorno
Metoprololo 25-200mg al giorno","- ECG: onde f onde P irregolari, intervallo RR irregolare, complessi QRS stretti
- Rx torace: cardiomegalia, stasi polmonare
","- Fibrosi miocardica
- Dilatazione atriale
- Alterazioni degenerative del nodo del seno
"
Fibrillazione Atriale,HA_SINTOMO,Toracalgia,sintomo,"ECG a 12 derivazioni, ecocardiogramma, Holter 24h, TAC torace","Funzionalità tiroidea (TSH, fT3, fT4), D-dimero, BNP/NT-proBNP, elettroliti, emocromo, coagulazione (INR)",Cardiologia,"Anticoagolanti orali (warfarin, DOAC), betabloccanti, antiaritmici (amiodarone, flecainide), cardioversione elettrica, ablazione transcatetere","Warfarin dosaggio individualizzato per INR 2-3
Rivaroxaban 20mg 1 volta al giorno
Apixaban 5mg 2 volte al giorno
Metoprololo 25-200mg al giorno","- ECG: onde f onde P irregolari, intervallo RR irregolare, complessi QRS stretti
- Rx torace: cardiomegalia, stasi polmonare
","- Fibrosi miocardica
- Dilatazione atriale
- Alterazioni degenerative del nodo del seno
"
Fibrillazione Atriale,HA_SINTOMO,Astenia,sintomo,"ECG a 12 derivazioni, ecocardiogramma, Holter 24h, TAC torace","Funzionalità tiroidea (TSH, fT3, fT4), D-dimero, BNP/NT-proBNP, elettroliti, emocromo, coagulazione (INR)",Cardiologia,"Anticoagolanti orali (warfarin, DOAC), betabloccanti, antiaritmici (amiodarone, flecainide), cardioversione elettrica, ablazione transcatetere","Warfarin dosaggio individualizzato per INR 2-3
Rivaroxaban 20mg 1 volta al giorno
Apixaban 5mg 2 volte al giorno
Metoprololo 25-200mg al giorno","- ECG: onde f onde P irregolari, intervallo RR irregolare, complessi QRS stretti
- Rx torace: cardiomegalia, stasi polmonare
","- Fibrosi miocardica
- Dilatazione atriale
- Alterazioni degenerative del nodo del seno
"
Fibrillazione Atriale,HA_SINTOMO,dolore toracico,sintomo,"ECG a 12 derivazioni, ecocardiogramma, Holter 24h, TAC torace","Funzionalità tiroidea (TSH, fT3, fT4), D-dimero, BNP/NT-proBNP, elettroliti, emocromo, coagulazione (INR)",Cardiologia,"Anticoagolanti orali (warfarin, DOAC), betabloccanti, antiaritmici (amiodarone, flecainide), cardioversione elettrica, ablazione transcatetere","Warfarin dosaggio individualizzato per INR 2-3
Rivaroxaban 20mg 1 volta al giorno
Apixaban 5mg 2 volte al giorno
Metoprololo 25-200mg al giorno","- ECG: onde f onde P irregolari, intervallo RR irregolare, complessi QRS stretti
- Rx torace: cardiomegalia, stasi polmonare
","- Fibrosi miocardica
- Dilatazione atriale
- Alterazioni degenerative del nodo del seno
"
Fibrillazione Atriale,HA_SINTOMO,sincope,sintomo,"ECG a 12 derivazioni, ecocardiogramma, Holter 24h, TAC torace","Funzionalità tiroidea (TSH, fT3, fT4), D-dimero, BNP/NT-proBNP, elettroliti, emocromo, coagulazione (INR)",Cardiologia,"Anticoagolanti orali (warfarin, DOAC), betabloccanti, antiaritmici (amiodarone, flecainide), cardioversione elettrica, ablazione transcatetere","Warfarin dosaggio individualizzato per INR 2-3
Rivaroxaban 20mg 1 volta al giorno
Apixaban 5mg 2 volte al giorno
Metoprololo 25-200mg al giorno","- ECG: onde f onde P irregolari, intervallo RR irregolare, complessi QRS stretti
- Rx torace: cardiomegalia, stasi polmonare
","- Fibrosi miocardica
- Dilatazione atriale
- Alterazioni degenerative del nodo del seno
"
Fibrillazione Atriale,HA_SINTOMO,tachicardia,sintomo,"ECG a 12 derivazioni, ecocardiogramma, Holter 24h, TAC torace","Funzionalità tiroidea (TSH, fT3, fT4), D-dimero, BNP/NT-proBNP, elettroliti, emocromo, coagulazione (INR)",Cardiologia,"Anticoagolanti orali (warfarin, DOAC), betabloccanti, antiaritmici (amiodarone, flecainide), cardioversione elettrica, ablazione transcatetere","Warfarin dosaggio individualizzato per INR 2-3
Rivaroxaban 20mg 1 volta al giorno
Apixaban 5mg 2 volte al giorno
Metoprololo 25-200mg al giorno","- ECG: onde f onde P irregolari, intervallo RR irregolare, complessi QRS stretti
- Rx torace: cardiomegalia, stasi polmonare
","- Fibrosi miocardica
- Dilatazione atriale
- Alterazioni degenerative del nodo del seno
"
Fibrillazione Atriale,HA_SINTOMO,debolezza,sintomo,"ECG a 12 derivazioni, ecocardiogramma, Holter 24h, TAC torace","Funzionalità tiroidea (TSH, fT3, fT4), D-dimero, BNP/NT-proBNP, elettroliti, emocromo, coagulazione (INR)",Cardiologia,"Anticoagolanti orali (warfarin, DOAC), betabloccanti, antiaritmici (amiodarone, flecainide), cardioversione elettrica, ablazione transcatetere","Warfarin dosaggio individualizzato per INR 2-3
Rivaroxaban 20mg 1 volta al giorno
Apixaban 5mg 2 volte al giorno
Metoprololo 25-200mg al giorno","- ECG: onde f onde P irregolari, intervallo RR irregolare, complessi QRS stretti
- Rx torace: cardiomegalia, stasi polmonare
","- Fibrosi miocardica
- Dilatazione atriale
- Alterazioni degenerative del nodo del seno
"
Fibrillazione Atriale,HA_SINTOMO,intorpidimento,sintomo,"ECG a 12 derivazioni, ecocardiogramma, Holter 24h, TAC torace","Funzionalità tiroidea (TSH, fT3, fT4), D-dimero, BNP/NT-proBNP, elettroliti, emocromo, coagulazione (INR)",Cardiologia,"Anticoagolanti orali (warfarin, DOAC), betabloccanti, antiaritmici (amiodarone, flecainide), cardioversione elettrica, ablazione transcatetere","Warfarin dosaggio individualizzato per INR 2-3
Rivaroxaban 20mg 1 volta al giorno
Apixaban 5mg 2 volte al giorno
Metoprololo 25-200mg al giorno","- ECG: onde f onde P irregolari, intervallo RR irregolare, complessi QRS stretti
- Rx torace: cardiomegalia, stasi polmonare
","- Fibrosi miocardica
- Dilatazione atriale
- Alterazioni degenerative del nodo del seno
"
Fibrillazione Atriale,HA_SINTOMO,ridotta tolleranza allo sforzo,sintomo,"ECG a 12 derivazioni, ecocardiogramma, Holter 24h, TAC torace","Funzionalità tiroidea (TSH, fT3, fT4), D-dimero, BNP/NT-proBNP, elettroliti, emocromo, coagulazione (INR)",Cardiologia,"Anticoagolanti orali (warfarin, DOAC), betabloccanti, antiaritmici (amiodarone, flecainide), cardioversione elettrica, ablazione transcatetere","Warfarin dosaggio individualizzato per INR 2-3
Rivaroxaban 20mg 1 volta al giorno
Apixaban 5mg 2 volte al giorno
Metoprololo 25-200mg al giorno","- ECG: onde f onde P irregolari, intervallo RR irregolare, complessi QRS stretti
- Rx torace: cardiomegalia, stasi polmonare
","- Fibrosi miocardica
- Dilatazione atriale
- Alterazioni degenerative del nodo del seno
"
